"AUT","Test","Category","Expected","Actual","Description","Result","Value"
"ada62","err_typecheck_divide_character_floating.pika","typechecking","Jun 14, 2020 2:06:04 PM logging.PikaLogger log
SEVERE: operator / not defined for types [CHARACTER, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_character_floating.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:21 PM logging.PikaLogger log
SEVERE: operator / not defined for types [CHARACTER, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_character_floating.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_divide_character_integer.pika","typechecking","Jun 14, 2020 2:06:04 PM logging.PikaLogger log
SEVERE: operator / not defined for types [CHARACTER, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_character_integer.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:22 PM logging.PikaLogger log
SEVERE: operator / not defined for types [CHARACTER, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_character_integer.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_divide_character_string.pika","typechecking","Jun 14, 2020 2:06:04 PM logging.PikaLogger log
SEVERE: operator / not defined for types [CHARACTER, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_character_string.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:22 PM logging.PikaLogger log
SEVERE: operator / not defined for types [CHARACTER, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_character_string.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_divide_floating_boolean.pika","typechecking","Jun 14, 2020 2:06:05 PM logging.PikaLogger log
SEVERE: operator / not defined for types [FLOATING, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_floating_boolean.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:23 PM logging.PikaLogger log
SEVERE: operator / not defined for types [FLOATING, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_floating_boolean.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_divide_floating_character.pika","typechecking","Jun 14, 2020 2:06:05 PM logging.PikaLogger log
SEVERE: operator / not defined for types [FLOATING, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_floating_character.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:23 PM logging.PikaLogger log
SEVERE: operator / not defined for types [FLOATING, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_floating_character.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_divide_floating_integer.pika","typechecking","Jun 14, 2020 2:06:06 PM logging.PikaLogger log
SEVERE: operator / not defined for types [FLOATING, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_floating_integer.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:24 PM logging.PikaLogger log
SEVERE: operator / not defined for types [FLOATING, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_floating_integer.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_divide_floating_string.pika","typechecking","Jun 14, 2020 2:06:06 PM logging.PikaLogger log
SEVERE: operator / not defined for types [FLOATING, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_floating_string.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:24 PM logging.PikaLogger log
SEVERE: operator / not defined for types [FLOATING, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_floating_string.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_divide_integer_boolean.pika","typechecking","Jun 14, 2020 2:06:07 PM logging.PikaLogger log
SEVERE: operator / not defined for types [INTEGER, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_integer_boolean.pika line 2, character 23)
program has errors.  no executable created.
","Jun 14, 2020 2:18:25 PM logging.PikaLogger log
SEVERE: operator / not defined for types [INTEGER, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_integer_boolean.pika line 2, character 23)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_divide_integer_character.pika","typechecking","Jun 14, 2020 2:06:07 PM logging.PikaLogger log
SEVERE: operator / not defined for types [INTEGER, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_integer_character.pika line 2, character 23)
program has errors.  no executable created.
","Jun 14, 2020 2:18:25 PM logging.PikaLogger log
SEVERE: operator / not defined for types [INTEGER, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_integer_character.pika line 2, character 23)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_divide_integer_floating.pika","typechecking","Jun 14, 2020 2:06:08 PM logging.PikaLogger log
SEVERE: operator / not defined for types [INTEGER, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_integer_floating.pika line 2, character 23)
program has errors.  no executable created.
","Jun 14, 2020 2:18:25 PM logging.PikaLogger log
SEVERE: operator / not defined for types [INTEGER, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_integer_floating.pika line 2, character 23)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_divide_integer_string.pika","typechecking","Jun 14, 2020 2:06:08 PM logging.PikaLogger log
SEVERE: operator / not defined for types [INTEGER, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_integer_string.pika line 2, character 23)
program has errors.  no executable created.
","Jun 14, 2020 2:18:26 PM logging.PikaLogger log
SEVERE: operator / not defined for types [INTEGER, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_integer_string.pika line 2, character 23)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_divide_string_boolean.pika","typechecking","Jun 14, 2020 2:06:09 PM logging.PikaLogger log
SEVERE: operator / not defined for types [STRING, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_string_boolean.pika line 2, character 28)
program has errors.  no executable created.
","Jun 14, 2020 2:18:26 PM logging.PikaLogger log
SEVERE: operator / not defined for types [STRING, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_string_boolean.pika line 2, character 28)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_divide_string_character.pika","typechecking","Jun 14, 2020 2:06:09 PM logging.PikaLogger log
SEVERE: operator / not defined for types [STRING, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_string_character.pika line 2, character 30)
program has errors.  no executable created.
","Jun 14, 2020 2:18:27 PM logging.PikaLogger log
SEVERE: operator / not defined for types [STRING, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_string_character.pika line 2, character 30)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_divide_string_floating.pika","typechecking","Jun 14, 2020 2:06:09 PM logging.PikaLogger log
SEVERE: operator / not defined for types [STRING, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_string_floating.pika line 2, character 25)
program has errors.  no executable created.
","Jun 14, 2020 2:18:27 PM logging.PikaLogger log
SEVERE: operator / not defined for types [STRING, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_string_floating.pika line 2, character 25)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_divide_string_integer.pika","typechecking","Jun 14, 2020 2:06:10 PM logging.PikaLogger log
SEVERE: operator / not defined for types [STRING, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_string_integer.pika line 2, character 27)
program has errors.  no executable created.
","Jun 14, 2020 2:18:27 PM logging.PikaLogger log
SEVERE: operator / not defined for types [STRING, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_string_integer.pika line 2, character 27)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_divide_string_string.pika","typechecking","Jun 14, 2020 2:06:10 PM logging.PikaLogger log
SEVERE: operator / not defined for types [STRING, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_string_string.pika line 2, character 25)
program has errors.  no executable created.
","Jun 14, 2020 2:18:28 PM logging.PikaLogger log
SEVERE: operator / not defined for types [STRING, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_divide_string_string.pika line 2, character 25)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_boolean_character.pika","typechecking","Jun 14, 2020 2:06:11 PM logging.PikaLogger log
SEVERE: operator == not defined for types [BOOLEAN, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_boolean_character.pika line 2, character 28)
program has errors.  no executable created.
","Jun 14, 2020 2:18:28 PM logging.PikaLogger log
SEVERE: operator == not defined for types [BOOLEAN, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_boolean_character.pika line 2, character 28)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_boolean_floating.pika","typechecking","Jun 14, 2020 2:06:11 PM logging.PikaLogger log
SEVERE: operator == not defined for types [BOOLEAN, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_boolean_floating.pika line 2, character 27)
program has errors.  no executable created.
","Jun 14, 2020 2:18:29 PM logging.PikaLogger log
SEVERE: operator == not defined for types [BOOLEAN, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_boolean_floating.pika line 2, character 27)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_boolean_integer.pika","typechecking","Jun 14, 2020 2:06:12 PM logging.PikaLogger log
SEVERE: operator == not defined for types [BOOLEAN, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_boolean_integer.pika line 2, character 28)
program has errors.  no executable created.
","Jun 14, 2020 2:18:29 PM logging.PikaLogger log
SEVERE: operator == not defined for types [BOOLEAN, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_boolean_integer.pika line 2, character 28)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_boolean_string.pika","typechecking","Jun 14, 2020 2:06:12 PM logging.PikaLogger log
SEVERE: operator == not defined for types [BOOLEAN, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_boolean_string.pika line 2, character 28)
program has errors.  no executable created.
","Jun 14, 2020 2:18:30 PM logging.PikaLogger log
SEVERE: operator == not defined for types [BOOLEAN, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_boolean_string.pika line 2, character 28)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_character_boolean.pika","typechecking","Jun 14, 2020 2:06:13 PM logging.PikaLogger log
SEVERE: operator == not defined for types [CHARACTER, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_character_boolean.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:30 PM logging.PikaLogger log
SEVERE: operator == not defined for types [CHARACTER, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_character_boolean.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_character_floating.pika","typechecking","Jun 14, 2020 2:06:13 PM logging.PikaLogger log
SEVERE: operator == not defined for types [CHARACTER, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_character_floating.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:30 PM logging.PikaLogger log
SEVERE: operator == not defined for types [CHARACTER, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_character_floating.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_character_integer.pika","typechecking","Jun 14, 2020 2:06:13 PM logging.PikaLogger log
SEVERE: operator == not defined for types [CHARACTER, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_character_integer.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:31 PM logging.PikaLogger log
SEVERE: operator == not defined for types [CHARACTER, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_character_integer.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_character_string.pika","typechecking","Jun 14, 2020 2:06:14 PM logging.PikaLogger log
SEVERE: operator == not defined for types [CHARACTER, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_character_string.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:31 PM logging.PikaLogger log
SEVERE: operator == not defined for types [CHARACTER, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_character_string.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_floating_boolean.pika","typechecking","Jun 14, 2020 2:06:14 PM logging.PikaLogger log
SEVERE: operator == not defined for types [FLOATING, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_floating_boolean.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:31 PM logging.PikaLogger log
SEVERE: operator == not defined for types [FLOATING, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_floating_boolean.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_floating_character.pika","typechecking","Jun 14, 2020 2:06:15 PM logging.PikaLogger log
SEVERE: operator == not defined for types [FLOATING, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_floating_character.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:32 PM logging.PikaLogger log
SEVERE: operator == not defined for types [FLOATING, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_floating_character.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_floating_integer.pika","typechecking","Jun 14, 2020 2:06:15 PM logging.PikaLogger log
SEVERE: operator == not defined for types [FLOATING, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_floating_integer.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:32 PM logging.PikaLogger log
SEVERE: operator == not defined for types [FLOATING, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_floating_integer.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_floating_string.pika","typechecking","Jun 14, 2020 2:06:15 PM logging.PikaLogger log
SEVERE: operator == not defined for types [FLOATING, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_floating_string.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:33 PM logging.PikaLogger log
SEVERE: operator == not defined for types [FLOATING, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_floating_string.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_integer_boolean.pika","typechecking","Jun 14, 2020 2:06:16 PM logging.PikaLogger log
SEVERE: operator == not defined for types [INTEGER, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_integer_boolean.pika line 2, character 23)
program has errors.  no executable created.
","Jun 14, 2020 2:18:33 PM logging.PikaLogger log
SEVERE: operator == not defined for types [INTEGER, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_integer_boolean.pika line 2, character 23)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_integer_character.pika","typechecking","Jun 14, 2020 2:06:16 PM logging.PikaLogger log
SEVERE: operator == not defined for types [INTEGER, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_integer_character.pika line 2, character 23)
program has errors.  no executable created.
","Jun 14, 2020 2:18:34 PM logging.PikaLogger log
SEVERE: operator == not defined for types [INTEGER, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_integer_character.pika line 2, character 23)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_integer_floating.pika","typechecking","Jun 14, 2020 2:06:17 PM logging.PikaLogger log
SEVERE: operator == not defined for types [INTEGER, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_integer_floating.pika line 2, character 23)
program has errors.  no executable created.
","Jun 14, 2020 2:18:34 PM logging.PikaLogger log
SEVERE: operator == not defined for types [INTEGER, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_integer_floating.pika line 2, character 23)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_integer_string.pika","typechecking","Jun 14, 2020 2:06:17 PM logging.PikaLogger log
SEVERE: operator == not defined for types [INTEGER, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_integer_string.pika line 2, character 23)
program has errors.  no executable created.
","Jun 14, 2020 2:18:34 PM logging.PikaLogger log
SEVERE: operator == not defined for types [INTEGER, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_integer_string.pika line 2, character 23)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_string_boolean.pika","typechecking","Jun 14, 2020 2:06:17 PM logging.PikaLogger log
SEVERE: operator == not defined for types [STRING, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_string_boolean.pika line 2, character 29)
program has errors.  no executable created.
","Jun 14, 2020 2:18:35 PM logging.PikaLogger log
SEVERE: operator == not defined for types [STRING, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_string_boolean.pika line 2, character 29)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_string_character.pika","typechecking","Jun 14, 2020 2:06:18 PM logging.PikaLogger log
SEVERE: operator == not defined for types [STRING, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_string_character.pika line 2, character 26)
program has errors.  no executable created.
","Jun 14, 2020 2:18:35 PM logging.PikaLogger log
SEVERE: operator == not defined for types [STRING, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_string_character.pika line 2, character 26)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_string_floating.pika","typechecking","Jun 14, 2020 2:06:18 PM logging.PikaLogger log
SEVERE: operator == not defined for types [STRING, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_string_floating.pika line 2, character 27)
program has errors.  no executable created.
","Jun 14, 2020 2:18:36 PM logging.PikaLogger log
SEVERE: operator == not defined for types [STRING, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_string_floating.pika line 2, character 27)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_equal_string_integer.pika","typechecking","Jun 14, 2020 2:06:19 PM logging.PikaLogger log
SEVERE: operator == not defined for types [STRING, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_string_integer.pika line 2, character 28)
program has errors.  no executable created.
","Jun 14, 2020 2:18:36 PM logging.PikaLogger log
SEVERE: operator == not defined for types [STRING, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_equal_string_integer.pika line 2, character 28)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_greater_boolean_boolean.pika","typechecking","Jun 14, 2020 2:06:19 PM logging.PikaLogger log
SEVERE: operator > not defined for types [BOOLEAN, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_boolean_boolean.pika line 2, character 27)
program has errors.  no executable created.
","Jun 14, 2020 2:18:37 PM logging.PikaLogger log
SEVERE: operator > not defined for types [BOOLEAN, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_boolean_boolean.pika line 2, character 27)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_greater_boolean_character.pika","typechecking","Jun 14, 2020 2:06:19 PM logging.PikaLogger log
SEVERE: operator > not defined for types [BOOLEAN, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_boolean_character.pika line 2, character 28)
program has errors.  no executable created.
","Jun 14, 2020 2:18:37 PM logging.PikaLogger log
SEVERE: operator > not defined for types [BOOLEAN, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_boolean_character.pika line 2, character 28)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_greater_boolean_floating.pika","typechecking","Jun 14, 2020 2:06:20 PM logging.PikaLogger log
SEVERE: operator > not defined for types [BOOLEAN, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_boolean_floating.pika line 2, character 28)
program has errors.  no executable created.
","Jun 14, 2020 2:18:37 PM logging.PikaLogger log
SEVERE: operator > not defined for types [BOOLEAN, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_boolean_floating.pika line 2, character 28)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_greater_boolean_integer.pika","typechecking","Jun 14, 2020 2:06:20 PM logging.PikaLogger log
SEVERE: operator > not defined for types [BOOLEAN, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_boolean_integer.pika line 2, character 28)
program has errors.  no executable created.
","Jun 14, 2020 2:18:38 PM logging.PikaLogger log
SEVERE: operator > not defined for types [BOOLEAN, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_boolean_integer.pika line 2, character 28)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_greater_boolean_string.pika","typechecking","Jun 14, 2020 2:06:21 PM logging.PikaLogger log
SEVERE: operator > not defined for types [BOOLEAN, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_boolean_string.pika line 2, character 28)
program has errors.  no executable created.
","Jun 14, 2020 2:18:38 PM logging.PikaLogger log
SEVERE: operator > not defined for types [BOOLEAN, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_boolean_string.pika line 2, character 28)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_greater_character_boolean.pika","typechecking","Jun 14, 2020 2:06:21 PM logging.PikaLogger log
SEVERE: operator > not defined for types [CHARACTER, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_character_boolean.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:39 PM logging.PikaLogger log
SEVERE: operator > not defined for types [CHARACTER, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_character_boolean.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_greater_character_floating.pika","typechecking","Jun 14, 2020 2:06:21 PM logging.PikaLogger log
SEVERE: operator > not defined for types [CHARACTER, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_character_floating.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:39 PM logging.PikaLogger log
SEVERE: operator > not defined for types [CHARACTER, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_character_floating.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_greater_character_integer.pika","typechecking","Jun 14, 2020 2:06:22 PM logging.PikaLogger log
SEVERE: operator > not defined for types [CHARACTER, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_character_integer.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:39 PM logging.PikaLogger log
SEVERE: operator > not defined for types [CHARACTER, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_character_integer.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_greater_character_string.pika","typechecking","Jun 14, 2020 2:06:22 PM logging.PikaLogger log
SEVERE: operator > not defined for types [CHARACTER, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_character_string.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:40 PM logging.PikaLogger log
SEVERE: operator > not defined for types [CHARACTER, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_character_string.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_greater_floating_boolean.pika","typechecking","Jun 14, 2020 2:06:23 PM logging.PikaLogger log
SEVERE: operator > not defined for types [FLOATING, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_floating_boolean.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:40 PM logging.PikaLogger log
SEVERE: operator > not defined for types [FLOATING, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_floating_boolean.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_greater_floating_character.pika","typechecking","Jun 14, 2020 2:06:23 PM logging.PikaLogger log
SEVERE: operator > not defined for types [FLOATING, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_floating_character.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:41 PM logging.PikaLogger log
SEVERE: operator > not defined for types [FLOATING, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_floating_character.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_greater_floating_integer.pika","typechecking","Jun 14, 2020 2:06:24 PM logging.PikaLogger log
SEVERE: operator > not defined for types [FLOATING, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_floating_integer.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:41 PM logging.PikaLogger log
SEVERE: operator > not defined for types [FLOATING, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_floating_integer.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_greater_floating_string.pika","typechecking","Jun 14, 2020 2:06:24 PM logging.PikaLogger log
SEVERE: operator > not defined for types [FLOATING, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_floating_string.pika line 2, character 24)
program has errors.  no executable created.
","Jun 14, 2020 2:18:41 PM logging.PikaLogger log
SEVERE: operator > not defined for types [FLOATING, STRING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_greater_floating_string.pika line 2, character 24)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
